record_nickname,age,gender,education,education_region,month_salary,region,race,maritial_status,applicants_number,has_appeal,is_family_apply,has_children,education_type,industry_sector,occupation,visa_type,sg_working_months,tax_times,application_times,application_start_date,application_end_date,additional_detail,result,c_time,m_time,uuid,source
xhs的momo,,,,,,,,,1,FALSE,FALSE,FALSE,,,,,,,3,2024-06-14,2024-10-26,"PR悲剧后再战！成功！ 时间线
9.5.2023 第一次提交申请
5.3.2024 PR凉凉
14.3.2024 提交Appeal
4.4.2024 Appeal rejected
14.6.2024 再战！
23.10.2024 刷到4条线+不能申请
26.10.2024 Approved
———————————————————
第一次申请和appeal的时候被拒很难过，想不通自己差在哪了，也颓废了好一阵子🥹
看了🍠发现好多人在那段期间被拒，但也有成功的例子（我好生羡慕🥹🥹）
因为太想拿到PR了，所以很想马上再战。小红薯们都建议等6个月再申请，但我被拒的日期在4月，即使再等待6个月也不会有升职加薪的大变化。
若要变化，那我就打起精神去考一张工作使用的CSM Cert吧 (考cert只是一个plus point, 也有人没有cert成功拿到PR哦！）
考了cert后的2个月，我就立马再次入场了！
等了不到5个月，最后成功的批了！（撒花撒花🎉）
———————————————————
这个礼物是2024最意想不到的惊喜，接下来就要准备formality啦啦！",1,1730468935201,1730468935201,28094335-4888-4d71-9245-d8d02de2c715,2
xhs的momo,,,,,,,,,1,FALSE,FALSE,FALSE,,,,,,,,2024-04-16,2024-10-25,"🇸🇬顺利从PIC拿下新加坡永居PR身份🎉 通过PIC, 客户顺利拿下了新加坡PR身份🎉
📅 申请提交日期: 16/04/2024
📩 批准信收到日期: 25/10/2024
😊客户说他终于可以买房了！重点是不用pay那么多的Property Tax也能享有PR的福
	
#新加坡移民[话题]# #新加坡PR[话题]# #新加坡公司注册[话题]#",1,1730468935200,1730468935200,66067625-9a26-43ba-917a-6a429214b723,2
CCC,,,,,9000,2,,,1,FALSE,FALSE,FALSE,,,,0,24,,1,2024-02-20,2024-10-26,台灣人，base 9k+，來新两年申请，八個月批准,1,1730363100000,1730363100000,c5d163a6-e245-4210-b30b-f503c3aec284,1
xhs的momo,,,3,8,,,,,1,FALSE,FALSE,FALSE,,,,0,24,,,,2024-10-21,"我的新加坡 WP 转 EP 再获 PR 之旅 刚到新加坡时，我只有 WP
不过，在来新之前
我做了一个超明智的选择 —— 攻读在线硕士。
-
我原本只是大专学历，在新加坡想找高薪工作真的没自信，所以在线硕士对我来说是个希望。
-
📚这种在线硕士有很多优点。它完全通过线上学习，无需经历考试，只要申请就能入学。而且学费还能按模块来支付，这大大减轻了我的经济负担。我学了半年后就来到了新加坡。
-
🌟在新加坡待了半年后，公司的 HR 帮我申请 EP。因为我有在线硕士学历，这给我的申请加了 20 分呢！在新加坡，若是有来自 “优质” 学府的学历，就能得到这关键的 20 分加分，所以我很顺利地拿到了 EP
-
💼接下来的两年，我拼命工作。努力提高自己的收入，同时也没放松对英语水平的提升。在线硕士的证书和在校生的一模一样，这让我在求职过程中顺风顺水。皇天不负有心人，最终我成功获得了 PR
-
感兴趣下方77~有问必答
#pr[话题]#  #新加坡美食[话题]#  #硕博[话题]#  #在职硕士[话题]#  #打工族提升学历[话题]# #背景提升[话题]#  #移民[话题]#  #在线读[话题]#  #全日制[话题]#",1,1730290159672,1730290159672,50ac62a4-2721-4b39-ab50-ccedd9ccc0dd,2
xhs的momo,23,1,2,0,0,1,0,0,1,FALSE,FALSE,FALSE,,,,0,14,,,2024-03-23,2024-10-28,"三月PR已被拒😭 昨天刷到四条线可重新申请心凉了，今早收到邮件心凉透了😭想来想去都不知道为什么被拒可能是盲目自信了吧[笑哭R] 时间线给大家参考下：
	
2023年6月: 新三本科毕业
2023年8月：开始工作，在银行拿EP
2024年2月: 涨了点工资，拿了年终奖，但2023年不需要交税因为没有hit到交税收入
2024年3月23日:工作6个月后提交PR申请，在这之后没有要补交资料就一直放着
2024年10月28日:四条线可重新申请
今天：被拒 [哭惹R]
	
我是单身🇨🇳女生，大学来坡现在已经四年多了，本来以为这个条件不太可能被拒（盲目自信）[鄙视R] 好心人求求告诉我为啥 #新加坡pr申请[话题]#
	
—————————————————————————
谢谢大家的回复，总结下大概是因为这几点：
1. 接近大选，🇨🇳quota因为种种原因不够了（申请时机不太好吧没办法）
2. 没拿TG，没办法向政府证明想留的commitment（我拿TG的朋友就过了）
3. 在坡时间不够长（参考sm项目和高中就来的）
总的来说PR真的一年比一年难申[汗颜R] 明年再try吧，祝大家顺利！[点赞R]",2,1730290159671,1730290159671,7541c777-9f36-4bbd-93af-ea130afc5d4a,2
xhs的momo,,,,,,,,,1,FALSE,FALSE,FALSE,,,,,,,,2024-05-26,2024-10-30,"🇸🇬PR传说中的4条线+不能重新申请 26/5: 申请
9/10: 要求补交资料
17/10: 提交资料
30/10: 刷到4条线 + 不能重新申请
	
之前好多人都说要等好久好久，想不到我的是差不多半年时间就知道结果了～
上个星期还听到同事的申请被拒，而且才申请4个月就秒拒，当下听到的时候真的很担心我也会被拒啊🥹
今天早上醒来的时候，心血来潮上ICA刷屏，然后看到4条线，怀着忐忑心情去试看可不可以重新申请，看到红色字母而且不能继续，心想应该是稳了，所以现在就继续刷CPF, 等ICA email 😝
	
还在等的你们，耐心等待呀 😘 祝大家都可以成功上岸呀 😘😘
	
#新加坡永久居民[话题]# #pr[话题]# #记录美好生活[话题]# #我的日常[话题]#",1,1730290159671,1730290159671,78ba5e75-1e01-4158-8855-12bf9c27138a,2
xhs的momo,,,3,,,,,,1,FALSE,FALSE,FALSE,,,,,,,,2024-06-04,2024-10-23,"低学历的我，终于拿到新加坡身份🇸🇬 从刚开始的WP
薪水一直不涨
还没有文凭
决定读了网课硕士
一年拿到degree
-
HR帮我提交了EP🈸️请
学历直接+20分
（可以是online硕士，
但需要是排名好的院校）
-
找工作非常顺利
终于功夫不负有心人
成功拿下PR🍀传好运🍀
timeline：
4/6 提交申请
14/10 刷到四条线
23/10 刷到CPF
25/10 凌晨收到email说状态有更动 ～过啦-
想了解的小伙伴↓pm，有问必答。
#新加坡工作[话题]#  #新加坡ep[话题]# #新加坡wp[话题]# #新加坡pr[话题]# #新加坡移民[话题]#",1,1730191708843,1730191708843,c9451914-bcca-42c8-b882-b20bae7678c0,2
xhs的momo,,,,,,,,,1,FALSE,FALSE,FALSE,,,,,,,,,2024-10-27,"🇸🇬有没有会看的人 这是不是快出结果了🥹 新系统还是有点效率的，不到4个月
两个盒子没了，也不能重新申请
有没有会看的人，这是不是快出结果了？[哇R]
	
#新加坡生活[话题]# #新加坡pr[话题]# #新加坡pr申请[话题]# #新加坡pr新系统[话题]# #四条线后不能重新申请[话题]#",1,1730191708843,1730191708843,7efeb45e-6ac4-4e5b-bc30-8007228df975,2
ＱＱ,28,0,,,12000,2,0,,1,FALSE,FALSE,FALSE,,10,IT,0,24,,,2024-03-18,,28 男 EP，台湾人，IT 行业 12K，来新两年申请,0,1730183520000,1730183520000,6ead4a47-0f3c-4c1c-8654-5bb1a2165bb0,1
xhs的momo,,,,,,,,,1,FALSE,FALSE,FALSE,,,,,,,,2023-12-04,2024-09-08,"🇸🇬第一份工作，第一次申请PR上岸了! 📖分享客户的PR申请成功时间线
4/12/2023-申请 PR
5/9/2024- 刷到四条线（不能重新申请）
8/9/2024 -PR Application Approved, 赶快预约PR Formalities (通常是2-3星期后 偶尔刷刷有更早的slot就能换appointment)
11/9/2024- 做体检 (工作准证两年内不需再做体检 只需填declaration)
15/9/2024- 拿体检报告
16/9/2024-跟公司 Request EP152 Form (Formality前两个礼拜有效 记得别太早填了哟)
20/9/2024- 拍Passport照
26/9/2024- 去ICA完成 PR Formalities
27/9/2024- 预约时间到 Singpost拿小蓝卡(通常是1个礼拜后 北部较迟放工的红薯们建议去Toa Payoh Singpost 最迟预约是19.30)
28/9/2024 - Reset Singpass App, Reset Singpass Password和login (暂时无法显示小蓝卡）
29/9/2024-刷到 Singpass小蓝卡
25/10/2024- 拿到小蓝卡啦
然后就是更新各种PR信息:
公司HR, 租房身份, 银行和保险信息, 转换驾照
IRAS在1至两个月会同步旧工作准证信息到PR上 (图5)
㊗️好运, 你们早日拿到PR！
#新加坡pr[话题]# #新加坡PR申请[话题]# #新加坡PR批准[话题]# #新加坡生活[话题]# #新加坡工作[话题]#",1,1730126181074,1730126181074,5874fd98-41df-4fa9-b025-ff26c3f737d5,2
xhs的momo,,,1,,,,,,2,FALSE,FALSE,FALSE,,,,,,,,2024-04-10,2024-10-21,"🇸🇬 公司不愿意提供任何信件，6个月批 好消息就不应该停！好运也是如此！恭喜这位申请人啦~
	
申请时间线：
10.04.2024 - 提交申请
12.10.2024 - 提交涨薪通知
21.10.2024 - 申请通过✅
	
这是老公担保老婆担保申请PR，来新10多年，最高学历专科，由于当时公司不愿意提供Letter of Employment，所以就用解释信代替了，6个月后通过啦~
	
接好运！🍀
	
#新加坡PR申请[话题]# #帮忙申请PR[话题]# #新加坡PR[话题]#",1,1730126181074,1730126181074,21056d80-c6e6-4322-a0e2-798c1abd9d6a,2
xhs的momo,,,,,,,,,1,FALSE,FALSE,FALSE,,,,,,,,2024-04-05,2024-10-28,"担保Pr申请通过啦💪🏻 第一次申请13个月被拒，第二次申请18个月被拒。
	
被拒后一个月在从新申请，7个月通过啦，感谢 (TWM) 的帮忙，感觉有他细节都没问题👍🏻
5/4/24申请
14/10/24ica要求补资料
22/10/24系统补交资料
23/10/24ica要求补资料
24/10/24早上系统补交，同日4点变4条线
	
25/10/24主申请人页面查看不能从新申请
28号收到email通过
	
总结新系统四条线后好像也能查看担保人能不能从新申请(要有fin号吗)不能从新多数稳了😊",1,1730126181074,1730126181074,9a679ddb-a86d-4b9e-8cba-ede637299976,2
xhs的momo,,1,1,,,0,,1,2,FALSE,TRUE,FALSE,,7,,,,,,2024-06-11,2024-10-24,"🇸🇬 PR被拒后是可以直接重新申请的 很开心~恭喜这对夫妻！期间没有被要求补交资料，EP女为主申请人带着WP老公申请，双方最高学历是Diploma，都是从事餐饮行业
	
申请时间：
11.06.2024 - 提交申请
24.10.2024 - 申请通过
	
申请人第一次是自己提交申请，被拒后的一个星期就提交了夫妻申请，这次4个月就通过了，所以各位不要再问被拒后要几时才可以申请，随时都可以，当然你有了改变再来做申请会更好，没有依然能随时就重新申请，前提是提交的资料要完整，否则再申请几次结局可能都一样
	
祝各位好运~
	
#新加坡PR[话题]# #帮忙申请PR[话题]# #新加坡PR申请[话题]# #pr申请[话题]#",1,1730126181073,1730126181073,c38aa0bd-5c86-4b6f-bd6a-d82a9819ec36,2
xhs的momo,,,,,,,,,1,FALSE,FALSE,FALSE,,,,,,,,2024-04-16,2024-10-25,"🇸🇬顺利从PIC拿下新加坡永居PR🎉 太开心了！通过PIC, 客户顺利拿下了新加坡PR身份🎉
	
📅 申请提交日期: 16/04/2024
📩 批准信收到日期: 25/10/2024
	
😊客户说他终于可以买房了！重点是不用pay那么多的Property Tax也能享有PR的福
	
#新加坡PR[话题]# #新加坡pr申请[话题]# #新加坡PIC[话题]# #新加坡自雇EP[话题]# #新加坡EP[话题]# #新加坡公司[话题]# #新加坡移民[话题]#",1,1730126181073,1730126181073,7e8ba284-154d-46c0-810f-87205619053f,2
zen,,,,,,,,1,1,FALSE,TRUE,FALSE,,,,,,,,2024-04-06,2024-12-05,老公 PR sponsor 申请，没有工作和小孩，结婚一年半。,2,1729840620000,1733364420000,440606f6-ec80-43d9-8b1e-692695ea7e67,1
xhs的momo,,,,,,0,,,1,FALSE,TRUE,FALSE,,,,,,,,2024-02-01,2024-09-27,"新加坡SC和PR批准了！ 我和女儿的SC
女儿个人的PR
都通过了！
	
我和女儿的SC申请是在3/9/2023提交的
在5/10/2024 收到 in principle approval letter
	
而女儿的PR是在今年二月申请的（我sponsor）
27/9/2024 收到 IPA letter
	
双喜临门！🎉🎉🎉
	
目前还没完成女儿的PR formalities,
但其实还需要吗？因为SC也批准了
不知道小红书有朋友有类似经验吗？谢谢！
（昨天email ICA了，还在等待答复）
	
#新加坡[话题]# #公民[话题]# #永久居民[话题]# #ICA[话题]# #SC[话题]# #SPR[话题]#",1,1729773154276,1729773154276,bd50b041-6ca1-4391-a832-304277de2976,2
xhs的momo,,,,0,,,,,1,TRUE,FALSE,FALSE,,,,4,,,3,2023-02-01,2024-10-24,"大女主爽文🇸🇬被拒三次，成功拿到新加坡PR！ 以下是客户分享📖
我一共申请三次 被拒了三次
终于在第三次上诉的时候通过了😭
简单分享一下我的背景：
我是个体户用stp申请的
第一申是政策刚开放允许学生证申请
结果被拒了 Appeal了也被拒了；
第二申是我刚被NUS录取那会
结果也被拒了，这次没Appeal；
第三申是23年2月，同年8月被拒
24年2月提交了Appeal
24年10月收到了ICA寄来的ipa letter✉️
和我一样/类似背景的朋友们基本是初中毕业或者高中期间就拿到了
相较之下我的过程真的太曲折了🥹
每次被拒都会内耗
觉得是不是因为自己不够优秀
这次appeal也很佛系（没抱期望
已经做好打算毕业后工作拿了ep再申请
结果居然批了😭
大学这几年因为没有身份
不得不放弃一些很好的实习机会
因为国际生不可以拿LOA去实习
MOM规定我们每周最多工作16小时
所以也不可以full time实习
但16hr/week很多公司也不要😭
谢谢侨达移民咨询一直以来对我的帮助和指导 辛苦了
终于不用担心找工作的身份问题了🥹
#新加坡生活[话题]# #留学新加坡[话题]# #新加坡PR[话题]# #新加坡移民[话题]#",1,1729773154276,1729773154276,07380e13-73d9-4369-b39a-137b220751c3,2
xhs的momo,,1,1,,,,,,1,FALSE,TRUE,FALSE,,,,,,,3,2024-05-23,2024-10-14,"🇸🇬 背景条件没变化，重新申请4个月通过了 恭喜你！担保第三次通过了，替你们感到开心啦～
	
申请时间：
23.05.2024 - 提交申请
14.10.2024 - 申请通过
	
女为担保人，双方最高学历专科，事实已证明，很多人被拒后都会觉得没改变不能重新申请，担心结果会一样，如果你能有提升的改变后再去申请那当然是最好，如果没有就去尝试那结果也不一定会被拒
	
都是同样的条件再去申请为什么第三次才通过，是不是因为不同的Officer审核，还是之前自己申请资料提交不完整的原因等等，只要不是ICA给的答案，就没人会知道原因，我们不能选择Officer，但我们能做的是提交完整的资料
	
祝各位好运啦~
	
#新加坡PR[话题]# #帮忙申请PR[话题]# #新加坡PR申请[话题]# #pr申请[话题]#",1,1729697608383,1729697608383,e140d03b-5e9c-4cc2-9c6f-647c66851cd9,2
xhs的momo,,,,,,,,,1,FALSE,FALSE,FALSE,,,,,,,,2023-11-09,2024-05-14,"新加坡PR 4条线啦！ 等了6个月多 终于要上岸吗！？ (((希望真的上岸了 不想内耗😂...
	
PO 一个纪念一下
第一次的申请
第一次的4条线
	
#新加坡PR[话题]# #新加坡pr[话题]# #新加坡PR申请[话题]# #新加坡pr申请[话题]#
	
更新
5月11日 - 刷出CPF
5月14日 - 收到Email + Status approved
	
现在就在准备着PR formalities啦
	
祝大家也好运",1,1729697608382,1729697608382,20892846-b6f3-4610-8018-9eec08f48fb1,2
大马妹NO1,27,0,4,0,5000,1,0,0,1,FALSE,FALSE,FALSE,,16,政府工,1,72,,,2024-02-14,2024-10-11,中国人985本，本地PhD，S Pass，来新6年，目前政府工薪水5k，单身未婚27岁，通过了....现在看下面的码农那么多钱真心羡慕，想当码农了,1,1729578660000,1729578660000,72b6ccde-395c-479a-a92b-453310f5445a,1
yijiasankou,0,,3,1,0,1,0,,3,FALSE,TRUE,TRUE,,4,,2,24,,2,2024-10-01,,"一家三口，国内985本硕，PEP+SP+DP, IT+金融，家庭基础薪资良好，在新满2年提交申请，第二次申请，期待好运。",0,1729561560000,1729561560000,da899425-52bb-4b39-8734-27e4d1720e5b,1
xhs的momo,,,,,,,,,1,TRUE,FALSE,FALSE,,,,,,,,2023-09-01,2024-07-01,"新加坡🇸🇬PR被拒后续-申诉 timeline
22年9🈷️到
23年9🈷️申请（感觉太着急了不应该这么早申请）
24年7🈷️被拒
24年10🈷️申诉（主要是申诉可以省钱$100希望效果一样）
申诉信很好写的！可以找我拿模版，看看自己有没有可以更新的内容…无非就是升职加薪进修结婚生娃（最后两个应该能包过吧我猜[哭惹R][哭惹R][哭惹R]，单身狗表示又被歧视）
今年水逆，希望接下来好运连连啦！",2,1729438351897,1729438351897,dd7e8356-ff98-4e98-aa40-255ce83df59a,2
xhs的momo,,,,,,,,,1,FALSE,FALSE,FALSE,,,,,,,,2024-06-04,2024-10-17,"🇸🇬 PR 四个月上岸 🍀传好运🍀
timeline：
4/6 提交申请
14/10 刷到四条线
17/10 刷到CPF
19/10 凌晨收到email说状态有更动 ～过啦
	
#新加坡永居[话题]#
#新加坡pr[话题]#",1,1729348228358,1729348228358,b8098733-40d9-436b-a53c-3a84993a3be5,2
xhs的momo,,,,,,,,,1,FALSE,FALSE,FALSE,,,,,,,,unknown,2024-10-18,"Sponsor 申请PR ☘️🍀 等待的结果好煎熬哦
四条线+不能重新申请
不知道 这样 看准不准呢
#新加坡PR[话题]#
#新加坡PR担保[话题]#",1,1729260145979,1729260145979,b24edc23-1d62-4d2c-bf5c-a8fb9d32fce1,2
xhs的momo,,,,,,,,,1,FALSE,FALSE,FALSE,,,,,,,,2024-10-08,2024-10-15,"PR Sponsor 永久公民 4条线了 成绩要出了是不是👀👀
好紧张
	
8/10 - 刷到4条线+不能申请
15/10 - 刷到CPF",1,1729260145979,1729260145979,9a30d7da-5ac5-4b9f-bcb5-b97d4bb62153,2
